,id,owner_1_score,RATE_owner_1,CAP_AMOUNT_owner_1,PERCENT_OWN_owner_1,owner_2_score,RATE_owner_2,CAP_AMOUNT_owner_2,PERCENT_OWN_owner_2,owner_3_score,RATE_owner_3,CAP_AMOUNT_owner_3,PERCENT_OWN_owner_3,years_in_business,RATE_ID_FOR_years_in_business,fsr,RATE_ID_FOR_fsr,location,RATE_ID_FOR_location,funded_last_30,RATE_ID_FOR_funded_last_30,judgement_lien_percent,RATE_ID_FOR_judgement_lien_percent,INPUT_VALUE_ID_FOR_judgement_lien_amount,RATE_ID_FOR_judgement_lien_amount,INPUT_VALUE_ID_FOR_judgement_lien_time,RATE_ID_FOR_judgement_lien_time,INPUT_VALUE_ID_FOR_num_negative_days,RATE_ID_FOR_num_negative_days,INPUT_VALUE_ID_FOR_num_deposits,RATE_ID_FOR_num_deposits,INPUT_VALUE_ID_FOR_monthly_gross,RATE_ID_FOR_monthly_gross,INPUT_VALUE_ID_FOR_average_ledger,RATE_ID_FOR_average_ledger,INPUT_VALUE_ID_FOR_fc_margin,RATE_ID_FOR_fc_margin,INPUT_VALUE_ID_FOR_tax_lien_amount,RATE_ID_FOR_tax_lien_amount,INPUT_VALUE_ID_FOR_tax_lien_percent,RATE_ID_FOR_tax_lien_percent,INPUT_VALUE_ID_FOR_tax_lien_count,RATE_ID_FOR_tax_lien_count,INPUT_VALUE_ID_FOR_current_position,RATE_ID_FOR_current_position,INPUT_VALUE_ID_FOR_avg_net_deposits,RATE_ID_FOR_avg_net_deposits,INPUT_VALUE_ID_FOR_industry_type,RATE_ID_FOR_industry_type,INPUT_VALUE_owner_4,RATE_owner_4,CAP_AMOUNT_owner_4,PERCENT_OWN_owner_4,deal_application_thread_id,completion_status
190,951,,,,100,,,,,,,,,11.79,A,,,Verified,A,N,,0,A,0,A,,,2.333333333,C,19.66666667,A,33617.33333,A,1972.333333,A,0.06,A,0,A,0,A,0,A,2,C,33617.33333,,preferred,,0,,,0,870,Default
705,3843,598,B,100000,100,,,,,,,,,4.28,A,,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,598,B,100000,100,3898,Paid off with renewal
1703,7221,675,A,150000,100,,,,,,,,,9.07,A,9,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,675,A,150000,100,6343,Default
886,5776,658,A,150000,100,,,,,,,,,12.1,A,4,,Home,A,N,,0,A,0,A,,,0,A,12.66666667,A,14649.73667,A,1145.486667,A,0.08,A,0,A,0,A,0,A,0,A,14649.73667,,preferred,,658,A,150000,100,5215,Paid in full
321,1369,504,C,35000,100,,,,,,,,,2.21,A,,,Verified,A,N,,0,A,0,A,,,0,A,5.75,R,14986.25,A,8074.75,A,0.54,A,0,A,0,A,0,A,1,A,14986.25,,preferred,,504,C,35000,100,1237,Paid via discounted payoff
1171,2548,664,A,150000,100,,,,,,,,,4.38,A,6,,Verified,A,N,,0,A,0,A,,,0,A,5.5,R,85741.5,A,26285.5,A,0.31,A,0,A,0,A,0,A,1,A,85741.5,,capped,,664,A,150000,100,2630,Paid in full
827,4814,606,A,150000,100,,,,,,,,,2.07,A,6,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,606,A,150000,100,4642,Paid off with renewal
196,763,651,A,150000,100,,,,,,,,,4.12,A,34,,Home,A,N,,0,A,0,A,,,0,A,8.666666667,R,30049.66667,A,6310.666667,A,0.21,A,0,A,0,A,0,A,1,A,30049.66667,,preferred,,651,A,150000,100,598,Default
703,3839,598,B,100000,100,,,,,,,,,5.87,A,49,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,598,B,100000,100,3898,Paid off with renewal
1048,7184,598,B,100000,100,,,,,,,,,6.77,A,92,,Verified,A,N,,0,A,0,A,,,0,A,32.25,A,153910.6925,A,65517.5,A,0.43,A,0,A,0,A,0,A,1,A,153910.6925,,preferred,,598,B,100000,100,4538,Paid in full
893,5914,694,A,150000,100,,,,,,,,,2.8,A,6,,Verified,A,N,,0,A,0,A,,,0.25,A,49.5,A,33207.75,A,2450,A,0.07,A,0,A,0,A,0,A,1,A,33207.75,,preferred,,694,A,150000,100,5313,Paid in full
1992,11050,761,A,150000,100,,,,,,,,,28.81,A,89,,Unknown,,N,,0,A,0,A,,,0.666666667,A,30,A,76710.65333,A,8977.126667,A,0.12,A,0,A,0,A,0,A,1,A,76710.65333,,preferred,,761,A,150000,100,8955,Paid in full
1839,7268,652,A,150000,100,,,,,,,,,12.07,A,87,,Verified,A,N,,0,A,0,A,,,0,A,66.66666667,A,37685.66667,A,3120.333333,A,0.08,A,0,A,0,A,0,A,1,A,37685.66667,,preferred,,652,A,150000,100,6367,Paid in full
1049,7255,652,A,150000,100,,,,,,,,,31.43,A,87,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,652,A,150000,100,6367,Paid in full
1601,4370,639,A,150000,100,,,,,,,,,19.08,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,639,A,150000,100,4321,Paid in full
738,5388,774,A,150000,100,,,,,,,,,16.02,A,69,,Verified,A,N,,0,A,0,A,,,0,A,10.75,R,210077.5,A,81544.75,A,0.39,A,0,A,0,A,0,A,1,A,210077.5,,preferred,,774,A,150000,100,4924,Default
1680,6729,683,A,150000,100,,,,,,,,,9.73,A,89,,Verified,A,N,,0,A,0,A,,,0,A,40,A,595805.3333,A,11408,A,0.02,A,0,A,0,A,0,A,0,A,595805.3333,,preferred,,683,A,150000,100,5981,Paid off with renewal
1932,9869,576,B,100000,100,,,,,,,,,3.65,A,80,,Verified,A,N,,0,A,0,A,,,0,A,61,A,39307.33333,A,5976.333333,A,0.15,A,0,A,0,A,0,A,0,A,39307.33333,,preferred,,576,B,100000,100,8181,Default
1044,7114,475,D,0,50,537,C,35000,50,,,,,1.6,B,,,Home,A,N,,0,A,0,A,,,4,C,30,A,46934.46,A,2478.52,A,0.05,A,0,A,0,A,0,A,2,C,46934.46,,preferred,,506,C,35000,100,232,Paid in full
73,411,586,B,100000,100,,,,,,,,,4.11,A,4,,Verified,A,N,,0,A,0,A,,,0.6,A,5.4,R,112759.8,A,63689,A,0.56,A,0,A,0,A,0,A,1,A,112759.8,,capped,,586,B,100000,100,324,Paid in full
773,4510,712,A,150000,100,,,,,,,,,28.91,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,712,A,150000,100,4431,Paid off with renewal
39,60,600,A,150000,0,,,,0,,,,0,11.11,A,2,D,BRICK,A,N,,0,A,0,A,,,1.666666667,B,81.22222222,A,135836.4444,A,16430.17222,A,0.12,D,0,A,0,A,,,,,135836.4444,,,,,,,,88,Paid in full
1265,4468,658,A,150000,100,,,,,,,,,4.65,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,658,A,150000,100,4402,Paid off with renewal
1319,4654,626,A,150000,100,,,,,,,,,11.98,A,14,,Verified,A,N,,0,A,0,A,,,0,A,187.75,A,48057.3125,A,16057,A,0.33,A,0,A,0,A,0,A,0,A,48057.3125,,preferred,,626,A,150000,100,4514,Default
1926,9386,667,A,150000,100,,,,,,,,,8.33,A,79,,Verified,A,N,,0,A,0,A,,,0,A,70.625,A,54977.75,A,25483.19875,A,0.46,A,0,A,0,A,0,A,2,C,54977.75,,preferred,,667,A,150000,100,7875,Paid in full
1983,9864,576,B,100000,100,,,,,,,,,3.65,A,80,,Verified,A,N,,0,A,0,A,,,0,A,61,A,39307.33333,A,5976.333333,A,0.15,A,0,A,0,A,0,A,1,A,39307.33333,,preferred,,576,B,100000,100,8181,Default
666,3546,595,B,100000,100,,,,,,,,,1.82,B,6,,Verified,A,N,,0,A,0,A,,,2.666666667,C,51.33333333,A,21287.33333,A,3424,A,0.16,A,0,A,0,A,0,A,0,A,21287.33333,,preferred,,595,B,100000,100,3561,Paid in full
1338,3374,623,A,150000,100,,,,,,,,,4.72,A,86,,Verified,A,N,,0,A,0,A,,,0,A,17,A,43919.5,A,2260.5,A,0.05,A,0,A,0,A,0,A,1,A,43919.5,,preferred,,623,A,150000,100,3515,Paid off with renewal
1718,6231,762,A,150000,100,,,,,,,,,3.74,A,47,,Home,A,N,,0,A,0,A,,,0.125,A,11.75,A,129457,A,25519.125,A,0.2,A,0,A,0,A,0,A,0,A,129457,,preferred,,762,A,150000,100,5297,Paid in full
1583,6336,672,A,150000,100,,,,,,,,,2.38,A,37,,Home,A,N,,0,A,0,A,,,0,A,7.333333333,R,132328.2833,A,33667.99,A,0.25,A,0,A,0,A,0,A,2,C,132328.2833,,preferred,,672,A,150000,100,5598,Paid off with renewal
1131,9269,632,B,100000,100,,,,,,,,,9.55,A,42,,Home,A,N,,0,A,0,A,,,0,A,25.33333333,A,14903.66667,A,1323.333333,A,0.09,A,0,A,0,A,0,A,1,A,14903.66667,,preferred,,632,B,100000,100,7616,Paid off with renewal
1512,4807,600,A,150000,51,647,A,150000,49,,,,,4.82,A,,,Verified,A,N,,0,A,0,A,,,0,A,0,R,58165,A,2500,A,0.04,A,0,A,0,A,0,A,2,C,58165,,preferred,,623,A,150000,100,4443,Default
835,5066,610,A,150000,100,,,,,,,,,3.58,A,76,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,610,A,150000,100,4729,Paid in full
1317,3436,595,B,100000,100,,,,,,,,,1.82,B,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,595,B,100000,100,3561,Paid in full
1625,5553,738,A,150000,100,,,,,,,,,3.27,A,16,,Verified,A,N,,0,A,0,A,,,0,A,9.333333333,R,114088.9267,A,20737.18667,A,0.18,A,0,A,0,A,0,A,0,A,114088.9267,,preferred,,738,A,150000,100,5033,Default
819,4337,548,C,35000,100,,,,,,,,,10.92,A,18,,Verified,A,N,,0,A,0,A,,,0,A,22.25,A,84411.35,A,8238.625,A,0.1,A,0,A,0,A,0,A,1,A,84411.35,,preferred,,548,C,35000,100,4267,Paid in full
1370,3784,585,B,100000,100,,,,,,,,,12.24,A,1,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,585,B,100000,100,3870,Paid in full
1009,6320,564,B,100000,50,547,C,35000,50,,,,,1.46,B,8,,Verified,A,N,,0,A,0,A,,,0,A,41.66666667,A,128897.41,A,18260.51333,A,0.14,A,0,A,0,A,0,A,0,A,128897.41,,preferred,,555,B,100000,100,5581,Paid in full
413,2022,534,C,35000,50,,,,,,,,,2.84,A,3,,Verified,A,N,,0,A,0,A,,,1,A,14.5,A,17000,A,1000,A,0.06,A,0,A,0,A,0,A,1,A,17000,,standard,,534,C,35000,50,1700,Default
118,631,503,C,35000,100,,,,,,,,,17.76,A,,,Home,A,N,,0,A,0,A,,,0.25,A,4.5,R,127200.5,A,12546.5,A,0.1,A,0,A,0,A,0,A,0,A,127200.5,,preferred,,503,C,35000,100,503,Paid via discounted payoff
1654,5224,693,A,150000,100,,,,,,,,,4.34,A,,,Verified,A,N,,0,A,0,A,,,0,A,44.25,A,27986.25,A,8118,A,0.29,A,0,A,0,A,0,A,1,A,27986.25,,preferred,,693,A,150000,100,4821,Paid in full
963,5894,580,B,100000,100,,,,,,,,,1.98,B,18,,Verified,A,N,,0,A,0,A,,,1.5,B,69.5,A,62348.64,A,1125.7,A,0.02,A,0,A,0,A,0,A,1,A,62348.64,,preferred,,580,B,100000,100,5328,Paid in full
1993,11089,508,C,35000,45,552,C,35000,44,,,,,7.39,A,28,,Unknown,,N,,0,A,0,A,,,0,A,13.5,B,47898.75,A,17207.7375,A,0.36,A,0,A,0,A,0,A,1,A,47898.75,,capped,,529,C,35000,89,8965,Paid in full
1786,7119,508,C,35000,90,613,A,150000,10,,,,,4.4,A,,,Verified,A,N,,0,A,0,A,,,1,A,0,R,233806.75,A,12134.75,A,0.05,A,0,A,0,A,0,A,2,C,233806.75,,standard,,518,C,35000,100,935,Default
636,4411,740,A,150000,100,,,,,,,,,4.06,A,6,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,740,A,150000,100,4349,Paid in full
1661,6328,713,A,150000,100,,,,,,,,,21.64,A,80,,Verified,A,N,,0,A,0,A,,,0,A,10.5,R,164320.45,A,48517.7075,A,0.3,A,0,A,0,A,0,A,1,A,164320.45,,preferred,,713,A,150000,100,5603,Paid off with renewal
303,1535,605,A,150000,100,,,,,,,,,12.49,A,54,,Verified,A,N,,0,A,0,A,,,0,A,13,A,96636.75,A,13500,A,0.14,A,0,A,0,A,0,A,1,A,96636.75,,preferred,,605,A,150000,100,1294,Default
175,787,537,C,35000,100,,,,,,,,,9.83,A,17,,Verified,A,N,,0,A,0,A,,,0.25,A,32.75,A,65687,A,10049.5,A,0.15,A,0,A,0,A,0,A,1,A,65687,,preferred,,537,C,35000,100,659,Paid off with renewal
571,3503,582,B,100000,100,,,,,,,,,1.11,B,,,Verified,A,N,,0,A,0,A,,,0,A,13.25,A,32607.6475,A,1000,A,0.03,A,0,A,0,A,0,A,1,A,32607.6475,,standard,,582,B,100000,100,3605,Default
1974,8775,741,A,150000,100,,,,,,,,,12.28,A,65,,Verified,A,N,,0,A,0,A,,,0,A,10,C,767088.75,A,387205.25,A,0.5,A,0,A,0,A,0,A,2,C,767088.75,,preferred,,741,A,150000,100,7477,Default
323,1695,713,A,150000,100,,,,,,,,,3.08,A,80,,Verified,A,N,,0,A,0,A,,,0,A,34.66666667,A,785371,A,127546.85,A,0.16,A,0,A,0,A,0,A,2,C,785371,,capped,,713,A,150000,100,633,Paid in full
1128,8984,704,A,150000,100,,,,,,,,,2.31,A,31,,Verified,A,N,,0,A,0,A,,,0,A,10.4,C,122193.6,A,18409.9,A,0.15,A,0,A,0,A,0,A,1,A,122193.6,,preferred,,704,A,150000,100,7526,Paid in full
354,1916,616,A,150000,80,613,A,150000,20,,,,,20.52,A,69,,Home,A,N,,0,A,0,A,,,0.5,A,84,A,52337.25,A,3688.25,A,0.07,A,0,A,0,A,0,A,2,C,52337.25,,preferred,,615,A,150000,100,1971,Paid off with renewal
1108,8097,548,C,35000,100,,,,,,,,,11.82,A,3,,Verified,A,N,,0,A,0,A,,,0,A,35,A,49774.75,A,6043,A,0.12,A,0,A,0,A,0,A,0,A,49774.75,,preferred,,548,C,35000,100,6916,Default
1568,5871,762,A,150000,100,,,,,,,,,4.03,A,47,,Home,A,Y,D,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,762,A,150000,100,5297,Paid in full
1909,9866,576,B,100000,100,,,,,,,,,3.65,A,80,,Home,A,N,,0,A,0,A,,,0,A,61,A,39307.33333,A,5976.333333,A,0.15,A,0,A,0,A,0,A,0,A,39307.33333,,preferred,,576,B,100000,100,8181,Default
591,3400,623,A,150000,100,,,,,,,,,4.6,A,85,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,623,A,150000,100,3550,Paid in full
1211,3150,641,A,150000,100,,,,,,,,,8.92,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,641,A,150000,100,3301,Paid in full
298,1543,625,A,150000,100,,,,,,,,,2.78,A,23,,Verified,A,N,,0,A,0,A,,,3.6,C,21,A,56987.8,A,2511.8,A,0.04,A,0,A,0,A,0,A,0,A,56987.8,,preferred,,625,A,150000,100,1522,Paid in full
1997,11243,508,C,35000,45,552,C,35000,44,,,,,7.39,A,28,,Unknown,,N,,8.031,C,3846.833333,A,,,0,A,13.5,B,47898.75,A,17207.7375,A,0.36,A,0,A,0,A,0,A,0,A,47898.75,,,,0,,,89,8965,Paid in full
769,4447,661,A,150000,100,,,,,,,,,16.49,A,88,,Verified,A,N,,0,A,0,A,,,0,A,9.75,R,767131.5,A,362456.5,A,0.47,A,0,A,0,A,0,A,1,A,767131.5,,capped,,661,A,150000,100,4222,Paid in full
1353,4508,500,C,35000,100,,,,,,,,,6.98,A,6,,Verified,A,N,,0,A,0,A,,,0.5,A,19,A,103705.1025,A,7163.095,A,0.07,A,0,A,0,A,0,A,2,C,103705.1025,,preferred,,500,C,35000,100,4468,Default
1953,8981,632,B,100000,100,,,,,,,,,9.55,A,42,,Home,A,N,,0,A,0,A,,,0,A,0,C,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,632,B,100000,100,7616,Paid off with renewal
43,301,650,A,150000,100,,,,,,,,,14.24,A,,,Verified,,N,,0,A,0,A,,,0,A,89.33333333,A,79410.25667,A,7787.976667,A,0.1,A,0,A,0,A,0,A,0,A,79410.25667,,preferred,,650,A,150000,100,287,Paid off with renewal
1207,3439,595,B,100000,100,,,,,,,,,1.82,B,6,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,595,B,100000,100,3561,Paid in full
228,1137,736,A,150000,100,,,,,,,,,20.81,A,99,,Verified,A,N,,0,A,0,A,,,0,A,24,A,298823.2,A,77588.4,A,0.26,A,0,A,0,A,0,A,2,C,298823.2,,capped,,736,A,150000,100,1053,Default
247,1337,,,,,,,,,,,,,,,,,Home,A,N,,0,A,0,A,,,2666.666667,,17.33333333,A,91666.66667,A,4666.666667,A,0.05,A,0,A,0,A,0,A,1,A,91666.66667,,preferred,,0,,,0,1294,Default
1081,8520,561,C,35000,100,,,,,,,,,1.69,B,1,,Verified,A,N,,0,A,0,A,,,1,A,73.5,A,262169.8333,A,15578.16667,A,0.06,A,0,A,0,A,0,A,1,A,262169.8333,,preferred,,561,C,35000,100,7256,Default
1284,2731,718,A,150000,100,,,,,,,,,26.87,A,,,Verified,A,N,,0,A,0,A,,,0.5,A,61.75,A,189827,A,6774.5,A,0.04,A,0,A,0,A,0,A,1,A,189827,,preferred,,718,A,150000,100,2846,Default
1546,5186,716,A,150000,100,,,,,,,,,5.59,A,6,,Verified,A,N,,0,A,0,A,,,0,A,43.25,A,191364.1175,A,20752.5,A,0.11,A,0,A,0,A,0,A,0,A,191364.1175,,preferred,,716,A,150000,100,4765,Paid via discounted payoff
194,852,,,,50,,,,,,,,,6.78,A,,,Home,A,N,,0,A,0,A,,,0.2,A,6.2,R,79533.2,A,45241,A,0.57,A,0,A,0,A,0,A,1,A,79533.2,,preferred,,0,,,0,737,Default
1918,8994,632,B,100000,100,,,,,,,,,9.55,A,42,,Home,A,N,,0,A,0,A,,,0,A,25.33333333,A,14903.66667,A,1323.333333,A,0.09,A,0,A,0,A,0,A,1,A,14903.66667,,preferred,,632,B,100000,100,7616,Paid off with renewal
767,5225,693,A,150000,100,,,,,,,,,4.34,A,,,Verified,A,N,,0,A,0,A,,,0,A,44.25,A,27986.25,A,8118,A,0.29,A,0,A,0,A,0,A,0,A,27986.25,,preferred,,693,A,150000,100,4821,Paid in full
237,1323,642,A,150000,100,,,,,,,,,6.25,A,12,,Verified,A,N,,53.968,D,70622.75,A,,,0,A,54.66666667,A,130859.5633,A,18683.18333,A,0.14,A,70622.75,A,4.497,A,3,B,2,C,130859.5633,,preferred,,642,A,150000,100,543,Paid in full
1724,6591,653,A,150000,100,,,,,,,,,13.56,A,69,,Verified,A,N,,0,A,0,A,,,0.333333333,A,38,A,116809.6667,A,16420.66667,A,0.14,A,0,A,0,A,0,A,1,A,116809.6667,,preferred,,653,A,150000,100,5855,Default
1606,4510,712,A,150000,100,,,,,,,,,28.91,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,712,A,150000,100,4431,Paid off with renewal
1202,2864,620,A,150000,100,,,,,,,,,7.9,A,74,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,620,A,150000,100,2982,Paid in full
114,715,620,A,150000,100,,,,,,,,,109.23,A,,,Verified,A,N,,0,A,0,A,,,0,A,26,A,215892.364,A,13416.6,A,0.06,A,0,A,0,A,0,A,2,C,215892.364,,preferred,,620,A,150000,100,576,Paid in full
1881,8934,673,A,150000,100,,,,,,,,,2.69,A,41,,Verified,A,N,,0,A,0,A,,,0,A,5.333333333,C,146077.1567,A,90402.39667,A,0.62,A,0,A,0,A,0,A,1,A,146077.1567,,capped,,673,A,150000,100,7352,Default
844,6102,635,A,150000,100,,,,,,,,,3.24,A,45,,Verified,A,N,,0,A,0,A,,,0,A,10.25,R,267331.765,A,6000,A,0.02,A,0,A,0,A,0,A,0,A,267331.765,,capped,,635,A,150000,100,5428,Paid in full
1375,4057,562,B,100000,100,,,,,,,,,8.23,A,6,,Verified,A,N,,0,A,0,A,,,3,C,139.25,A,63750,A,1532.5,A,0.02,A,0,A,0,A,0,A,0,A,63750,,capped,,562,B,100000,100,4048,Default
1672,7371,652,A,150000,100,,,,,,,,,5.07,A,,,Verified,A,N,,0,A,0,A,,,0.5,A,10,C,282394.0733,A,29500,A,0.1,A,0,A,0,A,0,A,2,C,282394.0733,,preferred,,652,A,150000,100,201,Default
1508,4309,594,B,100000,100,,,,,,,,,31.23,A,6,,Verified,A,N,,0,A,0,A,,,0,A,23,A,79738.24667,A,3652.333333,A,0.05,A,0,A,0,A,0,A,0,A,79738.24667,,preferred,,594,B,100000,100,4245,Default
1957,9255,610,B,100000,100,,,,,,,,,10.29,A,40,,Home,A,N,,0,A,0,A,,,1.75,B,74.75,A,68308.76,A,4043.585,A,0.06,A,0,A,0,A,0,A,1,A,68308.76,,capped,,610,B,100000,100,7766,Default
486,3324,9002,R,,100,,,,,,,,,6.93,A,6,,Verified,A,N,,0,A,0,A,,,0.333333333,A,30,A,23013.33333,A,3949,A,0.17,A,0,A,0,A,0,A,0,A,23013.33333,,preferred,,9002,R,,100,3435,Paid off with renewal
1124,8125,730,A,150000,100,,,,,,,,,2.29,A,74,,Home,A,N,,0,A,0,A,,,0.333333333,A,70,A,2291481,A,218279.3333,A,0.1,A,0,A,0,A,0,A,0,A,2291481,,capped,,730,A,150000,100,6974,Paid in full
1377,4114,537,C,35000,100,,,,,,,,,10.02,A,17,,Verified,A,N,,0,A,0,A,,,0.2,A,32.6,A,108504.4,A,12460.4,A,0.11,A,0,A,0,A,0,A,2,C,108504.4,,standard,,537,C,35000,100,4122,Default
261,1169,508,C,35000,90,613,A,150000,10,,,,,4.13,A,,,Verified,A,N,,0,A,0,A,,,0,A,0,R,201557.5,A,0,D,0,D,0,A,0,A,0,A,2,C,201557.5,,preferred,,518,C,35000,100,935,Default
996,5506,599,B,100000,100,,,,,,,,,10.59,A,6,,Verified,A,N,,0,A,0,A,,,2.833333333,C,9.5,R,21274.91667,A,2580.5,A,0.12,A,0,A,0,A,0,A,1,A,21274.91667,,standard,,599,B,100000,100,5017,Paid in full
222,1113,634,A,150000,100,,,,,,,,,6.8,A,86,,Verified,A,N,,0,A,0,A,,,0,A,1.666666667,R,22445,A,0,D,0,D,0,A,0,A,0,A,1,A,22445,,capped,,634,A,150000,100,765,Paid off with renewal
1453,4265,661,A,150000,100,,,,,,,,,16.48,A,88,,Verified,A,N,,0,A,0,A,,,0,A,13,A,948842,A,433275.3333,A,0.46,A,0,A,0,A,0,A,0,A,948842,,preferred,,661,A,150000,100,4222,Paid in full
897,4516,600,A,150000,51,647,A,150000,49,,,,,4.81,A,,,Verified,A,N,,0,A,0,A,,,0,A,0,R,58165,A,2500,A,0.04,A,0,A,0,A,0,A,1,A,58165,,preferred,,623,A,150000,100,4443,Default
1126,8803,620,B,100000,100,,,,,,,,,2.15,A,29,,Home,A,N,,0,A,0,A,,,0,A,70,A,86020.5,A,25650.25,A,0.3,A,0,A,0,A,0,A,0,A,86020.5,,preferred,,620,B,100000,100,7460,Paid via discounted payoff
1588,6566,653,A,150000,100,,,,,,,,,13.56,A,69,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,653,A,150000,100,5855,Default
774,4530,613,A,150000,100,,,,,,,,,6.89,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,613,A,150000,100,4439,Paid in full
1031,7652,595,B,100000,100,,,,,,,,,8,A,25,,Verified,A,N,,0,A,0,A,,,0,A,32.5,A,45681.75,A,17387,A,0.38,A,0,A,0,A,0,A,1,A,45681.75,,capped,,595,B,100000,100,6593,Default
964,5895,614,A,150000,100,,,,,,,,,24.04,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,614,A,150000,100,5326,Paid off with renewal
739,5397,624,A,150000,100,,,,,,,,,0.93,C,,,Verified,A,N,,0,A,0,A,,,0,A,27.75,A,13692.5,A,2994.75,A,0.22,A,0,A,0,A,0,A,1,A,13692.5,,preferred,,624,A,150000,100,4933,Paid off with renewal
1717,6212,568,B,100000,100,,,,,,,,,3.42,A,86,,Verified,A,N,,0,A,0,A,,,0.142857143,A,19.71428571,A,86904.42857,A,19131.85714,A,0.22,A,0,A,0,A,0,A,2,C,86904.42857,,preferred,,568,B,100000,100,5521,Paid in full
1864,9184,698,A,150000,100,,,,,,,,,2.61,A,3,,Unknown,,N,,0,A,0,A,,,0.333333333,A,27.66666667,A,46332.33333,A,6761.666667,A,0.15,A,0,A,0,A,0,A,0,A,46332.33333,,capped,,698,A,150000,100,7089,Paid off with renewal
735,5186,716,A,150000,100,,,,,,,,,5.59,A,6,,Verified,A,N,,0,A,0,A,,,0,A,43.25,A,191364.1175,A,20752.5,A,0.11,A,0,A,0,A,0,A,0,A,191364.1175,,preferred,,716,A,150000,100,4765,Paid via discounted payoff
533,3257,0,,,100,,,,,,,,,0.93,C,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,0,,,0,3435,Paid off with renewal
792,4890,609,A,150000,100,,,,,,,,,4.95,A,4,,Verified,A,N,,0,A,0,A,,,0,A,87.66666667,A,113406.495,A,52849.66667,A,0.47,A,0,A,0,A,0,A,1,A,113406.495,,preferred,,609,A,150000,100,4618,Paid in full
1533,4755,598,B,100000,100,,,,,,,,,6.68,A,92,,Verified,A,N,,0,A,0,A,,,0,A,32.25,A,182395.6925,A,65517.5,A,0.36,A,0,A,0,A,0,A,0,A,182395.6925,,preferred,,598,B,100000,100,4538,Paid in full
474,2721,718,A,150000,100,,,,,,,,,26.87,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,718,A,150000,100,2846,Default
1051,6869,673,A,150000,100,,,,,,,,,1.84,B,83,,Verified,A,N,,0,A,0,A,,,1,A,2.5,R,250953,A,41752,A,0.17,A,0,A,0,A,0,A,0,A,250953,,preferred,,673,A,150000,100,6100,Paid in full
1061,6385,672,A,150000,100,,,,,,,,,2.38,A,37,,Verified,A,N,,0,A,0,A,,,0,A,6.857142857,R,145602.4286,A,39317,A,0.27,A,0,A,0,A,0,A,1,A,145602.4286,,preferred,,672,A,150000,100,5598,Paid off with renewal
